"rs","region","ps","start_pos","end_pos","af_191","af_89","impact","RefSeq_ID","ncbi_func","protein_ID","gene_ID","gene_interval","gene_ann","no_vars_group","no_effects","ave_effect","lines","assocs","host","cat_rhiz","cat_sym","pleio_type","trait_combs","host_pleio","pleio","sig"
"freebayes-snp-psymb-732549-T","pSymB","732549",731358,733268,0.115,0.09,"LOW","NP_437156.1","DNA ligase D","ASP62180.1","CDO30_28730","gene-CDO30_RS28760","ligD",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-732577-T","pSymB","732577",731358,733268,0.22,0.18,"MODERATE","NP_437156.1","DNA ligase D","ASP62180.1","CDO30_28730","gene-CDO30_RS28760","ligD",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-732615-G","pSymB","732615",731358,733268,0.466,0.472,"LOW","NP_437156.1","DNA ligase D","ASP62180.1","CDO30_28730","gene-CDO30_RS28760","ligD",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-732638-T","pSymB","732638",731358,733268,0.157,0.18,"LOW","NP_437156.1","DNA ligase D","ASP62180.1","CDO30_28730","gene-CDO30_RS28760","ligD",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-732841-G","pSymB","732841",731358,733268,0.12,0.157,"MODERATE","NP_437156.1","DNA ligase D","ASP62180.1","CDO30_28730","gene-CDO30_RS28760","ligD",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-732990-A","pSymB","732990",731358,733268,0.408,0.348,"LOW","NP_437156.1","DNA ligase D","ASP62180.1","CDO30_28730","gene-CDO30_RS28760","ligD",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-733005-T","pSymB","733005",731358,733268,0.079,0.101,"LOW","NP_437156.1","DNA ligase D","ASP62180.1","CDO30_28730","gene-CDO30_RS28760","ligD",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-733106-C","pSymB","733106",731358,733268,0.11,0.124,"MODERATE","NP_437156.1","DNA ligase D","ASP62180.1","CDO30_28730","gene-CDO30_RS28760","ligD",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-733146-T","pSymB","733146",731358,733268,0.126,0.079,"LOW","NP_437156.1","DNA ligase D","ASP62180.1","CDO30_28730","gene-CDO30_RS28760","ligD",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-733197-G","pSymB","733197",731358,733268,0.105,0.124,"LOW","NP_437156.1","DNA ligase D","ASP62180.1","CDO30_28730","gene-CDO30_RS28760","ligD",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-733236-T","pSymB","733236",731358,733268,0.246,0.213,"LOW","NP_437156.1","DNA ligase D","ASP62180.1","CDO30_28730","gene-CDO30_RS28760","ligD",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-733515-A","pSymB","733515",NA,NA,0.068,0.067,"MODIFIER",NA,"non-coding",NA,NA,"gene-CDO30_RS28760-gene-CDO30_RS28765",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-733644-G","pSymB","733644",733525,733767,0.073,0.067,"MODERATE","WP_017263565.1","hypothetical protein","ASP62181.1","CDO30_28735","gene-CDO30_RS28765",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-73390-C","pSymB","73390",72887,73963,0.136,0.124,"LOW","NP_436545.1","ABC transporter ATP-binding protein","ASP61593.1","CDO30_25440","gene-CDO30_RS25465",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-735705-G","pSymB","735705",NA,NA,0.382,0.416,"MODIFIER",NA,"non-coding",NA,NA,"gene-CDO30_RS28775-gene-CDO30_RS28780",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-736255-A","pSymB","736255",736142,736453,0.262,0.258,"LOW","WP_014527326.1","hypothetical protein","ASP62184.1","CDO30_28750","gene-CDO30_RS28780",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-73658-G","pSymB","73658",72887,73963,0.366,0.337,"MODERATE","NP_436545.1","ABC transporter ATP-binding protein","ASP61593.1","CDO30_25440","gene-CDO30_RS25465",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-737108-T","pSymB","737108",736870,737379,0.11,0.112,"MODERATE","NP_437159.1","nuclease","ASP62185.1","CDO30_28755","gene-CDO30_RS28785",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-737112-C","pSymB","737112",736870,737379,0.105,0.079,"MODERATE","NP_437159.1","nuclease","ASP62185.1","CDO30_28755","gene-CDO30_RS28785",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-737265-T","pSymB","737265",736870,737379,0.058,0.067,"MODERATE","NP_437159.1","nuclease","ASP62185.1","CDO30_28755","gene-CDO30_RS28785",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-737590-G","pSymB","737590",737470,737688,0.162,0.146,"MODERATE","YP_001327357.1","hypothetical protein","ASP62186.1","CDO30_28760","gene-CDO30_RS28790",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-737646-G","pSymB","737646",737470,737688,0.063,0.067,"LOW","YP_001327357.1","hypothetical protein","ASP62186.1","CDO30_28760","gene-CDO30_RS28790",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-738082-T","pSymB","738082",NA,NA,0.07,0.068,"MODIFIER",NA,"non-coding",NA,NA,"gene-CDO30_RS28790-gene-CDO30_RS28795",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-738117-C","pSymB","738117",NA,NA,0.059,0.057,"MODIFIER",NA,"non-coding",NA,NA,"gene-CDO30_RS28790-gene-CDO30_RS28795",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-738912-T","pSymB","738912",738812,739021,0.074,0.091,"MODERATE","WP_015456643.1","hypothetical protein","ASP62188.1","CDO30_28770","gene-CDO30_RS28800",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-738961-A","pSymB","738961",738812,739021,0.45,0.489,"MODERATE","WP_015456643.1","hypothetical protein","ASP62188.1","CDO30_28770","gene-CDO30_RS28800",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-738985-A","pSymB","738985",738812,739021,0.09,0.08,"MODERATE","WP_015456643.1","hypothetical protein","ASP62188.1","CDO30_28770","gene-CDO30_RS28800",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-739492-G","pSymB","739492",739436,739744,0.101,0.08,"LOW","YP_001314018.1","hypothetical protein","ASP62189.1","CDO30_28775","gene-CDO30_RS28805",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-739629-A","pSymB","739629",739436,739744,0.148,0.17,"MODERATE","YP_001314018.1","hypothetical protein","ASP62189.1","CDO30_28775","gene-CDO30_RS28805",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-739699-T","pSymB","739699",739436,739744,0.106,0.114,"MODERATE","YP_001314018.1","hypothetical protein","ASP62189.1","CDO30_28775","gene-CDO30_RS28805",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-739738-T","pSymB","739738",739436,739744,0.164,0.159,"LOW","YP_001314018.1","hypothetical protein","ASP62189.1","CDO30_28775","gene-CDO30_RS28805",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-739873-G","pSymB","739873",NA,NA,0.254,0.227,"MODIFIER",NA,"non-coding",NA,NA,"gene-CDO30_RS28805-gene-CDO30_RS28810",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-739881-C","pSymB","739881",NA,NA,0.111,0.125,"MODIFIER",NA,"non-coding",NA,NA,"gene-CDO30_RS28805-gene-CDO30_RS28810",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-739976-T","pSymB","739976",NA,NA,0.265,0.239,"MODIFIER",NA,"non-coding",NA,NA,"gene-CDO30_RS28805-gene-CDO30_RS28810",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-740312-T","pSymB","740312",740172,741053,0.354,0.375,"LOW","NP_437160.1","hypothetical protein","ASP62190.1","CDO30_28780","gene-CDO30_RS28810",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-740318-G","pSymB","740318",740172,741053,0.074,0.08,"LOW","NP_437160.1","hypothetical protein","ASP62190.1","CDO30_28780","gene-CDO30_RS28810",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-740332-G","pSymB","740332",740172,741053,0.196,0.193,"MODERATE","NP_437160.1","hypothetical protein","ASP62190.1","CDO30_28780","gene-CDO30_RS28810",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-740438-C","pSymB","740438",740172,741053,0.138,0.17,"LOW","NP_437160.1","hypothetical protein","ASP62190.1","CDO30_28780","gene-CDO30_RS28810",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-740706-G","pSymB","740706",740172,741053,0.175,0.17,"MODERATE","NP_437160.1","hypothetical protein","ASP62190.1","CDO30_28780","gene-CDO30_RS28810",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-740812-C","pSymB","740812",740172,741053,0.09,0.068,"MODERATE","NP_437160.1","hypothetical protein","ASP62190.1","CDO30_28780","gene-CDO30_RS28810",NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-740949-G","pSymB","740949",740172,741053,0.106,0.114,"MODERATE","NP_437160.1","hypothetical protein","ASP62190.1","CDO30_28780","gene-CDO30_RS28810",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-740969-A","pSymB","740969",740172,741053,0.233,0.205,"MODERATE","NP_437160.1","hypothetical protein","ASP62190.1","CDO30_28780","gene-CDO30_RS28810",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-740999-A","pSymB","740999",740172,741053,0.196,0.182,"LOW","NP_437160.1","hypothetical protein","ASP62190.1","CDO30_28780","gene-CDO30_RS28810",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-741004-C","pSymB","741004",740172,741053,0.127,0.159,"MODERATE","NP_437160.1","hypothetical protein","ASP62190.1","CDO30_28780","gene-CDO30_RS28810",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-741159-C","pSymB","741159",741040,741567,0.317,0.341,"LOW","NP_437161.1","hypothetical protein","ASP62191.1","CDO30_28785","gene-CDO30_RS28815",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-741286-A","pSymB","741286",741040,741567,0.228,0.227,"MODERATE","NP_437161.1","hypothetical protein","ASP62191.1","CDO30_28785","gene-CDO30_RS28815",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-741537-C","pSymB","741537",741040,741567,0.279,0.261,"LOW","NP_437161.1","hypothetical protein","ASP62191.1","CDO30_28785","gene-CDO30_RS28815",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-741814-A","pSymB","741814",NA,NA,0.274,0.284,"MODIFIER",NA,"non-coding",NA,NA,"gene-CDO30_RS28815-gene-CDO30_RS28830",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-741876-G","pSymB","741876",NA,NA,0.089,0.08,"MODIFIER",NA,"non-coding",NA,NA,"gene-CDO30_RS28815-gene-CDO30_RS28830",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-74324-C","pSymB","74324",74022,74798,0.162,0.191,"LOW","NP_436546.1","pyrroline-5-carboxylate reductase","ASP61594.1","CDO30_25445","gene-CDO30_RS25470",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-74336-T","pSymB","74336",74022,74798,0.497,0.461,"LOW","NP_436546.1","pyrroline-5-carboxylate reductase","ASP61594.1","CDO30_25445","gene-CDO30_RS25470",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-744976-A","pSymB","744976",NA,NA,0.216,0.193,"MODIFIER",NA,"non-coding",NA,NA,"gene-CDO30_RS28830-gene-CDO30_RS28845",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-745092-C","pSymB","745092",NA,NA,0.063,0.068,"MODIFIER",NA,"non-coding",NA,NA,"gene-CDO30_RS28830-gene-CDO30_RS28845",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-745327-T","pSymB","745327",745101,745349,0.416,0.386,"MODERATE","YP_001313568.1","acyl carrier protein","ASP62194.1","CDO30_28815","gene-CDO30_RS28845","acpP",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-745328-G","pSymB","745328",745101,745349,0.058,0.057,"MODERATE","YP_001313568.1","acyl carrier protein","ASP62194.1","CDO30_28815","gene-CDO30_RS28845","acpP",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-745563-C","pSymB","745563",NA,NA,0.163,0.17,"MODIFIER",NA,"non-coding",NA,NA,"gene-CDO30_RS28845-gene-CDO30_RS28855",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-75342-G","pSymB","75342",74805,75710,0.319,0.315,"LOW","NP_436547.1","LysR family transcriptional regulator","ASP61595.1","CDO30_25450","gene-CDO30_RS25475",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-75573-T","pSymB","75573",74805,75710,0.304,0.303,"LOW","NP_436547.1","LysR family transcriptional regulator","ASP61595.1","CDO30_25450","gene-CDO30_RS25475",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-76371-G","pSymB","76371",75826,76437,0.178,0.225,"LOW","NP_436548.1","glutathione S-transferase","ASP61596.1","CDO30_25455","gene-CDO30_RS25480",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-77202-A","pSymB","77202",76623,77576,0.492,0.449,"MODERATE","NP_436549.1","flavin-nucleotide-binding protein","ASP61597.1","CDO30_25460","gene-CDO30_RS25485",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-77291-G","pSymB","77291",76623,77576,0.325,0.348,"LOW","NP_436549.1","flavin-nucleotide-binding protein","ASP61597.1","CDO30_25460","gene-CDO30_RS25485",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-77429-T","pSymB","77429",76623,77576,0.482,0.438,"LOW","NP_436549.1","flavin-nucleotide-binding protein","ASP61597.1","CDO30_25460","gene-CDO30_RS25485",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-77993-T","pSymB","77993",77691,79808,0.199,0.202,"LOW","NP_436550.1","catalase C","ASP61598.1","CDO30_25465","gene-CDO30_RS25490",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-78046-A","pSymB","78046",77691,79808,0.063,0.056,"MODERATE","NP_436550.1","catalase C","ASP61598.1","CDO30_25465","gene-CDO30_RS25490",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-78650-T","pSymB","78650",77691,79808,0.183,0.191,"LOW","NP_436550.1","catalase C","ASP61598.1","CDO30_25465","gene-CDO30_RS25490",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-78776-T","pSymB","78776",77691,79808,0.094,0.101,"LOW","NP_436550.1","catalase C","ASP61598.1","CDO30_25465","gene-CDO30_RS25490",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-793994-T","pSymB","793994",793521,798140,0.12,0.067,"LOW","NP_437206.1","Ti-type conjugative transfer relaxase TraA","ASP62230.1","CDO30_29020","gene-CDO30_RS29050","traA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-794037-T","pSymB","794037",793521,798140,0.089,0.067,"LOW","NP_437206.1","Ti-type conjugative transfer relaxase TraA","ASP62230.1","CDO30_29020","gene-CDO30_RS29050","traA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-794261-C","pSymB","794261",793521,798140,0.416,0.382,"LOW","NP_437206.1","Ti-type conjugative transfer relaxase TraA","ASP62230.1","CDO30_29020","gene-CDO30_RS29050","traA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-794321-T","pSymB","794321",793521,798140,0.074,0.056,"LOW","NP_437206.1","Ti-type conjugative transfer relaxase TraA","ASP62230.1","CDO30_29020","gene-CDO30_RS29050","traA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-794876-T","pSymB","794876",793521,798140,0.063,0.056,"LOW","NP_437206.1","Ti-type conjugative transfer relaxase TraA","ASP62230.1","CDO30_29020","gene-CDO30_RS29050","traA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-795312-T","pSymB","795312",793521,798140,0.118,0.115,"LOW","NP_437206.1","Ti-type conjugative transfer relaxase TraA","ASP62230.1","CDO30_29020","gene-CDO30_RS29050","traA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-795344-A","pSymB","795344",793521,798140,0.166,0.207,"LOW","NP_437206.1","Ti-type conjugative transfer relaxase TraA","ASP62230.1","CDO30_29020","gene-CDO30_RS29050","traA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-795631-A","pSymB","795631",793521,798140,0.071,0.071,"MODERATE","NP_437206.1","Ti-type conjugative transfer relaxase TraA","ASP62230.1","CDO30_29020","gene-CDO30_RS29050","traA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-79580-C","pSymB","79580",77691,79808,0.126,0.101,"LOW","NP_436550.1","catalase C","ASP61598.1","CDO30_25465","gene-CDO30_RS25490",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-79628-G","pSymB","79628",77691,79808,0.325,0.337,"LOW","NP_436550.1","catalase C","ASP61598.1","CDO30_25465","gene-CDO30_RS25490",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-796529-T","pSymB","796529",793521,798140,0.075,0.102,"LOW","NP_437206.1","Ti-type conjugative transfer relaxase TraA","ASP62230.1","CDO30_29020","gene-CDO30_RS29050","traA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-796584-A","pSymB","796584",793521,798140,0.084,0.09,"MODERATE","NP_437206.1","Ti-type conjugative transfer relaxase TraA","ASP62230.1","CDO30_29020","gene-CDO30_RS29050","traA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-796677-G","pSymB","796677",793521,798140,0.42,0.409,"MODERATE","NP_437206.1","Ti-type conjugative transfer relaxase TraA","ASP62230.1","CDO30_29020","gene-CDO30_RS29050","traA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-796943-A","pSymB","796943",793521,798140,0.058,0.079,"LOW","NP_437206.1","Ti-type conjugative transfer relaxase TraA","ASP62230.1","CDO30_29020","gene-CDO30_RS29050","traA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-797043-A","pSymB","797043",793521,798140,0.084,0.08,"MODERATE","NP_437206.1","Ti-type conjugative transfer relaxase TraA","ASP62230.1","CDO30_29020","gene-CDO30_RS29050","traA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-797165-T","pSymB","797165",793521,798140,0.28,0.261,"LOW","NP_437206.1","Ti-type conjugative transfer relaxase TraA","ASP62230.1","CDO30_29020","gene-CDO30_RS29050","traA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-797705-C","pSymB","797705",793521,798140,0.126,0.157,"LOW","NP_437206.1","Ti-type conjugative transfer relaxase TraA","ASP62230.1","CDO30_29020","gene-CDO30_RS29050","traA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-797843-C","pSymB","797843",793521,798140,0.141,0.112,"LOW","NP_437206.1","Ti-type conjugative transfer relaxase TraA","ASP62230.1","CDO30_29020","gene-CDO30_RS29050","traA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-797861-T","pSymB","797861",793521,798140,0.089,0.079,"LOW","NP_437206.1","Ti-type conjugative transfer relaxase TraA","ASP62230.1","CDO30_29020","gene-CDO30_RS29050","traA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-797970-C","pSymB","797970",793521,798140,0.116,0.124,"MODERATE","NP_437206.1","Ti-type conjugative transfer relaxase TraA","ASP62230.1","CDO30_29020","gene-CDO30_RS29050","traA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-798015-C","pSymB","798015",793521,798140,0.058,0.079,"MODERATE","NP_437206.1","Ti-type conjugative transfer relaxase TraA","ASP62230.1","CDO30_29020","gene-CDO30_RS29050","traA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-798057-A","pSymB","798057",793521,798140,0.384,0.36,"MODERATE","NP_437206.1","Ti-type conjugative transfer relaxase TraA","ASP62230.1","CDO30_29020","gene-CDO30_RS29050","traA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-798555-A","pSymB","798555",798464,798679,0.194,0.157,"MODERATE","NP_437207.1","hypothetical protein","ASP62231.1","CDO30_29025","gene-CDO30_RS29055",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-798612-G","pSymB","798612",798464,798679,0.157,0.157,"MODERATE","NP_437207.1","hypothetical protein","ASP62231.1","CDO30_29025","gene-CDO30_RS29055",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-798629-C","pSymB","798629",798464,798679,0.094,0.101,"LOW","NP_437207.1","hypothetical protein","ASP62231.1","CDO30_29025","gene-CDO30_RS29055",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-798853-T","pSymB","798853",798842,800002,0.147,0.135,"MODERATE","YP_001313706.1","CoA transferase","ASP62232.1","CDO30_29030","gene-CDO30_RS29060",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-798928-A","pSymB","798928",798842,800002,0.084,0.09,"LOW","YP_001313706.1","CoA transferase","ASP62232.1","CDO30_29030","gene-CDO30_RS29060",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-799030-A","pSymB","799030",798842,800002,0.209,0.213,"LOW","YP_001313706.1","CoA transferase","ASP62232.1","CDO30_29030","gene-CDO30_RS29060",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-799213-G","pSymB","799213",798842,800002,0.084,0.067,"LOW","YP_001313706.1","CoA transferase","ASP62232.1","CDO30_29030","gene-CDO30_RS29060",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-79922-C","pSymB","79922",79834,80901,0.178,0.157,"MODERATE","NP_436551.1","ATP-dependent DNA ligase","ASP61599.1","CDO30_25470","gene-CDO30_RS25495",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-799666-G","pSymB","799666",798842,800002,0.11,0.124,"LOW","YP_001313706.1","CoA transferase","ASP62232.1","CDO30_29030","gene-CDO30_RS29060",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-799681-T","pSymB","799681",798842,800002,0.309,0.292,"LOW","YP_001313706.1","CoA transferase","ASP62232.1","CDO30_29030","gene-CDO30_RS29060",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-799876-C","pSymB","799876",798842,800002,0.487,0.483,"MODERATE","YP_001313706.1","CoA transferase","ASP62232.1","CDO30_29030","gene-CDO30_RS29060",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
