"region","RefSeq_ID","protein_ID","ncbi_func","gene_interval","start_pos","end_pos","no_vars","min_ps","max_ps","no_effects","ave_score","assocs","lines","exps","host"
"pSymB","NP_437007.1","ASP62038.1","sugar ABC transporter ATP-binding protein","gene-CDO30_RS27880",568468,569997,6,569085,569748,10,-0.03780549,"chloro1-DZA, shoot-DZA, nod.weight-DZA, chloro1-A17, shoot-A17, nod-A17, nod.weight-A17","DZA, A17","3, 4","Both"
"pSymB","NP_437010.1","ASP63046.1","sugar phosphate isomerase/epimerase","gene-CDO30_RS27895",571989,572837,1,572507,572507,1,-0.2076172,"chloro1-DZA","DZA","3","DZA only"
"pSymB","NP_437011.1","ASP62041.1","carbohydrate kinase","gene-CDO30_RS27900",572882,574354,5,573085,573857,7,0.0293920285714286,"chloro1-DZA, shoot-A17, fit-DZA","DZA, A17","3, 4, 5O","Both"
"pSymB","NP_437013.1","ASP62044.1","cysteine hydrolase","gene-CDO30_RS27915",576202,576780,1,576534,576534,1,-0.2541296,"fit-DZA","DZA","5O","DZA only"
"pSymB","NP_437015.1","ASP62046.1","3-ketoacyl-ACP reductase","gene-CDO30_RS27925",578119,578853,2,578488,578655,5,-0.26862386,"chloro1-DZA, nod.weight-DZA, shoot-A17, fit-DZA, fit-A17","DZA, A17","3, 4, 5O, 6O","Both"
"pSymB","NP_437016.1","ASP62047.1","LysR family transcriptional regulator","gene-CDO30_RS27930",578976,579872,9,579072,579755,11,-0.0723994545454545,"shoot-DZA, nod-A17, fit-DZA, fit-A17","DZA, A17","3, 4, 5O, 6O","Both"
"pSymB","NP_437017.1","ASP63047.1","hypothetical protein","gene-CDO30_RS27940",580753,582456,8,580891,582426,13,-0.0814588153846154,"chloro1-DZA, nod-DZA, nod.weight-DZA, shoot-A17, nod-A17, fit-DZA, fit-A17","DZA, A17","3, 4, 5O, 6O","Both"
"pSymB","NP_437018.1","ASP62050.1","GMC family oxidoreductase","gene-CDO30_RS27950",582889,584499,5,583577,584302,6,0.140421266666667,"nod.weight-DZA, fit-DZA, fit-A17","DZA, A17","3, 5O, 6O","Both"
"pSymB","NP_437019.1","ASP62051.1","carbohydrate kinase","gene-CDO30_RS27955",584508,586037,5,585357,585623,5,-0.09668256,"shoot-A17, fit-DZA","A17, DZA","4, 5O","Both"
"pSymB","NP_437021.1","ASP62053.1","glycerol-3-phosphate dehydrogenase/oxidase","gene-CDO30_RS27965",586977,588710,4,587190,588676,5,-0.1417963,"shoot-DZA, nod.weight-DZA, chloro1-A17, fit-DZA","DZA, A17","3, 4, 5O","Both"
"pSymB","NP_437022.1","ASP62054.1","aldo/keto reductase","gene-CDO30_RS27970",588722,589717,4,589223,589646,4,0.04531495,"shoot-DZA, chloro1-A17, nod-A17","DZA, A17","3, 4","Both"
"pSymB","NP_437023.2","ASP62055.1","transcriptional regulator","gene-CDO30_RS27975",589714,590718,2,590314,590644,3,-0.0979845,"fit-DZA, fit-A17","DZA, A17","5O, 6O","Both"
"pSymB","NP_437024.1","ASP62056.1","ABC transporter permease","gene-CDO30_RS27980",590720,591712,5,590831,591656,5,0.27723358,"shoot-DZA, fit-DZA, fit-A17","DZA, A17","3, 5O, 6O","Both"
"pSymB","NP_437025.1","ASP62057.1","ribose import ATP-binding protein RbsA 2","gene-CDO30_RS27985",591732,593270,3,592121,593102,3,0.400963633333333,"shoot-DZA, fit-A17","DZA, A17","3, 6O","Both"
"pSymB","NP_437027.1","ASP63048.1","trifolitoxin immunity protein","gene-CDO30_RS27995",594608,595396,4,594835,595378,4,-0.00932167499999999,"shoot-DZA, nod.weight-DZA, nod-A17","DZA, A17","3, 4","Both"
"pSymB","NP_437028.1","ASP62059.1","L-arabinose ABC transporter permease AraH","gene-CDO30_RS28000",595440,596393,3,595749,596066,3,0.272288266666667,"chloro1-DZA, shoot-DZA, shoot-A17","DZA, A17","3, 4","Both"
"pSymB","NP_437029.1","ASP62060.1","arabinose import ATP-binding protein AraG","gene-CDO30_RS28005",596396,597922,6,596906,597380,8,0.0229711125,"chloro1-DZA, shoot-DZA, nod.weight-DZA, fit-DZA, fit-A17","DZA, A17","3, 5O, 6O","Both"
"pSymB","NP_437030.1","ASP62061.1","arabinose ABC transporter substrate-binding protein","gene-CDO30_RS28010",597987,598970,5,598134,598521,7,-0.101430742857143,"shoot-DZA, nod.weight-DZA, chloro1-A17, nod-A17, fit-DZA","DZA, A17","3, 4, 5O","Both"
"pSymB","NP_437031.1","ASP62062.1","FadR family transcriptional regulator","gene-CDO30_RS28015",599159,599926,2,599758,599905,2,0.22782985,"chloro1-DZA, fit-A17","DZA, A17","3, 6O","Both"
"pSymB","NP_437033.1","ASP62064.1","short-chain dehydrogenase","gene-CDO30_RS28025",601152,601931,1,601719,601719,2,-0.42681625,"fit-DZA, fit-A17","DZA, A17","5O, 6O","Both"
"pSymB","NP_437034.1","ASP62066.1","hypothetical protein","gene-CDO30_RS28035",602629,603555,2,602811,603253,2,0.2140781,"chloro1-DZA, shoot-DZA","DZA","3","DZA only"
"pSymB","NP_437035.1","ASP62067.1","chemotaxis protein CheB","gene-CDO30_RS28040",603955,605172,3,604048,604825,5,-0.04836502,"chloro1-DZA, nod-A17, fit-DZA","DZA, A17","3, 4, 5O","Both"
"pSymB","NP_437036.1","ASP62068.1","chemotaxis protein","gene-CDO30_RS28045",605262,608747,6,605402,608282,7,-0.0385644142857143,"fit-DZA, fit-A17","DZA, A17","5O, 6O","Both"
"pSymB","NP_437042.1","ASP63049.1","flavodoxin family protein","gene-CDO30_RS28095",614512,615621,1,615456,615456,1,-0.2456257,"fit-A17","A17","6O","A17 only"
"pSymB","NP_437043.1","ASP62075.1","photosystem reaction center subunit H","gene-CDO30_RS28100",615913,616281,1,615969,615969,1,-0.3518331,"chloro1-A17","A17","4","A17 only"
"pSymB","NP_437053.1","ASP62083.1","sugar phosphate isomerase/epimerase","gene-CDO30_RS28165",625088,625897,2,625791,625820,5,-0.21176314,"chloro1-DZA, shoot-DZA, nod-DZA, fit-DZA, fit-A17","DZA, A17","3, 5O, 6O","Both"
"pSymB","NP_437055.1","ASP62085.1","DUF2264 domain-containing protein","gene-CDO30_RS28175",626901,628754,3,627327,628543,3,-0.137596866666667,"nod-DZA, fit-A17","DZA, A17","3, 6O","Both"
"pSymB","NP_437056.1","ASP62086.1","LacI family transcriptional regulator","gene-CDO30_RS28180",628751,629779,3,629234,629732,3,-0.0784980333333333,"nod.weight-DZA, shoot-A17, fit-DZA","DZA, A17","3, 4, 5O","Both"
"pSymB","NP_437057.1","ASP62087.1","carbohydrate ABC transporter substrate-binding protein","gene-CDO30_RS28185",629927,631213,3,630379,630887,3,-0.0999036,"nod.weight-DZA, fit-A17","DZA, A17","3, 6O","Both"
"pSymB","NP_437058.1","ASP62089.1","adenylate/guanylate cyclase domain-containing protein","gene-CDO30_RS28195",632321,634195,4,632605,633637,4,-0.03119995,"nod-DZA, fit-DZA, fit-A17","DZA, A17","3, 5O, 6O","Both"
"pSymB","NP_437065.1","ASP63051.1","DUF982 domain-containing protein","gene-CDO30_RS28245",639378,639896,1,639572,639572,2,0.0214086,"nod-DZA, fit-A17","DZA, A17","3, 6O","Both"
"pSymB","NP_437070.1","ASP62101.1","DUF982 domain-containing protein","gene-CDO30_RS28290",644487,644933,1,644547,644547,2,-0.0528439,"nod-DZA, fit-A17","DZA, A17","3, 6O","Both"
"pSymB","NP_437073.1","ASP62105.1","DUF1643 domain-containing protein","gene-CDO30_RS28310",646989,647498,1,647412,647412,2,-0.014573,"nod-DZA, fit-A17","DZA, A17","3, 6O","Both"
"pSymB","NP_437074.1","ASP62106.1","hypothetical protein","gene-CDO30_RS28315",647502,647723,1,647563,647563,1,-0.3214445,"nod-A17","A17","4","A17 only"
"pSymB","NP_437078.2","ASP63054.1","hypothetical protein","gene-CDO30_RS28345",651507,652091,2,651951,651996,3,0.1241715,"chloro1-DZA, fit-DZA, fit-A17","DZA, A17","3, 5O, 6O","Both"
"pSymB","NP_437079.1","ASP62112.1","copper chaperone","gene-CDO30_RS28350",652218,652439,3,652242,652424,4,0.31199685,"nod-DZA, fit-DZA, fit-A17","DZA, A17","3, 5O, 6O","Both"
"pSymB","NP_437082.1","ASP62115.1","glycosyltransferase family 92 protein","gene-CDO30_RS28365",654751,655665,1,655225,655225,1,0.2975677,"fit-A17","A17","6O","A17 only"
"pSymB","NP_437087.1","ASP62120.1","glycosyltransferase","gene-CDO30_RS28395",659418,661055,4,660297,660568,5,-0.15170342,"nod-DZA, nod.weight-DZA, nod.weight-A17, fit-A17","DZA, A17","3, 4, 6O","Both"
"pSymB","NP_437089.1","ASP62122.1","KpsF/GutQ family sugar isomerase","gene-CDO30_RS28405",662044,663033,2,662108,662572,2,-0.27661425,"shoot-DZA, fit-A17","DZA, A17","3, 6O","Both"
"pSymB","NP_437090.1","ASP62123.1","acyltransferase","gene-CDO30_RS28410",663146,665179,4,663877,665083,4,-0.041183825,"chloro1-DZA, shoot-DZA, fit-DZA","DZA","3, 5O","DZA only"
"pSymB","NP_437091.1","ASP62124.1","hypothetical protein","gene-CDO30_RS28415",665325,665645,2,665452,665568,2,0.239643,"fit-A17","A17","6O","A17 only"
"pSymB","NP_437093.2","ASP62125.1","ABC transporter ATP-binding protein","gene-CDO30_RS28425",667388,669193,3,668017,668915,5,0.0161781,"shoot-DZA, nod-DZA, fit-DZA, fit-A17","DZA, A17","3, 5O, 6O","Both"
"pSymB","NP_437094.1","ASP62126.1","hypothetical protein","gene-CDO30_RS28430",669531,670271,1,669983,669983,2,-0.00708785000000001,"nod-DZA, fit-DZA","DZA","3, 5O","DZA only"
"pSymB","NP_437097.1","ASP62128.1","LacI family transcriptional regulator","gene-CDO30_RS28440",673430,674461,4,673881,674384,7,0.155458685714286,"nod.weight-DZA, chloro1-A17, nod-A17, nod.weight-A17, fit-DZA","DZA, A17","3, 4, 5O","Both"
"pSymB","NP_437098.2","ASP62129.1","fatty acid desaturase","gene-CDO30_RS28445",674667,675758,1,674765,674765,1,-0.1907509,"nod-A17","A17","4","A17 only"
"pSymB","NP_437099.1","ASP62130.1","Rieske family ferredoxin","gene-CDO30_RS28450",675801,676118,3,675965,676096,3,-0.1684361,"nod-DZA, chloro1-A17","DZA, A17","3, 4","Both"
"pSymB","NP_437100.1","ASP62131.1","ferredoxin reductase","gene-CDO30_RS28455",676228,677454,7,676290,677196,10,0.02485367,"nod-DZA, chloro1-A17, nod-A17, fit-DZA, fit-A17","DZA, A17","3, 4, 5O, 6O","Both"
"pSymB","NP_437101.1","ASP62132.1","3-methyl-2-oxobutanoate hydroxymethyltransferase","gene-CDO30_RS28460",677535,678335,1,677654,677654,1,0.3004219,"nod-A17","A17","4","A17 only"
"pSymB","NP_437115.1","ASP62144.1","ABC transporter ATP-binding protein","gene-CDO30_RS28530",691840,692499,5,691864,692491,5,0.02204308,"shoot-DZA, shoot-A17, nod.weight-A17, fit-A17","DZA, A17","3, 4, 6O","Both"
"pSymB","NP_437117.1","ASP62145.1","cell surface protein","gene-CDO30_RS28540",693272,694570,4,693443,694343,6,0.1755695,"chloro1-DZA, shoot-DZA, chloro1-A17, nod.weight-A17, fit-A17","DZA, A17","3, 4, 6O","Both"
"pSymB","NP_437142.1","ASP62166.1","hypothetical protein","gene-CDO30_RS34185",717514,718038,2,717677,717889,2,-0.28396565,"fit-A17","A17","6O","A17 only"
"pSymB","NP_437142.1","ASP62166.1","hypothetical protein","gene-CDO30_RS34185-gene-CDO30_RS28675",717514,718038,1,717990,717990,2,0.03699655,"nod.weight-DZA, fit-A17","DZA, A17","3, 6O","Both"
"pSymB","NP_437143.1","ASP62167.1","hypothetical protein","gene-CDO30_RS28675",718183,718632,2,718267,718433,2,-0.17592525,"nod-DZA","DZA","3","DZA only"
"pSymB","NP_437144.2","ASP63060.1","hypothetical protein","gene-CDO30_RS28680",718644,719255,3,718842,719012,3,-0.289098666666667,"fit-A17","A17","6O","A17 only"
"pSymB","NP_437145.1","ASP62168.1","hypothetical protein","gene-CDO30_RS28685",719276,719692,4,719380,719653,5,0.34676954,"shoot-DZA, fit-DZA, fit-A17","DZA, A17","3, 5O, 6O","Both"
"pSymB","NP_437146.1","ASP62169.1","hypothetical protein","gene-CDO30_RS28695",720166,720450,1,720189,720189,1,-0.2389418,"fit-A17","A17","6O","A17 only"
"pSymB","NP_437147.1","ASP62171.1","transcriptional regulator","gene-CDO30_RS28705",721116,721334,1,721164,721164,1,-0.2483745,"shoot-DZA","DZA","3","DZA only"
"pSymB","NP_437148.1","ASP62172.1","hypothetical protein","gene-CDO30_RS28710",721473,722021,2,721514,721955,2,0.2973453,"shoot-DZA, shoot-A17","DZA, A17","3, 4","Both"
"pSymB","NP_437151.1","ASP62175.1","ABC transporter permease","gene-CDO30_RS28725",724777,725652,1,724855,724855,1,-0.2665137,"chloro1-DZA","DZA","3","DZA only"
"pSymB","NP_437153.1","ASP62177.1","capsule biosynthesis protein CapA","gene-CDO30_RS28735",727410,728645,4,727856,728323,4,0.266511,"chloro1-DZA, fit-A17","DZA, A17","3, 6O","Both"
"pSymB","NP_437156.1","ASP62180.1","DNA ligase D","gene-CDO30_RS28760",731358,733268,5,731535,733002,6,0.218065033333333,"chloro1-DZA, nod.weight-DZA, nod-A17, fit-DZA, fit-A17","DZA, A17","3, 4, 5O, 6O","Both"
"pSymB","NP_437160.1","ASP62190.1","hypothetical protein","gene-CDO30_RS28810",740172,741053,4,740462,741022,5,-0.06595306,"chloro1-DZA, chloro1-A17, nod.weight-A17, fit-A17","DZA, A17","3, 4, 6O","Both"
"pSymB","NP_437206.1","ASP62230.1","Ti-type conjugative transfer relaxase TraA","gene-CDO30_RS29050",793521,798140,14,793619,798120,21,0.0438760428571429,"chloro1-DZA, nod-DZA, nod.weight-DZA, chloro1-A17, shoot-A17, nod-A17, nod.weight-A17, fit-DZA, fit-A17","DZA, A17","3, 4, 5O, 6O","Both"
"pSymB","NP_437209.1","ASP62233.1","carbohydrate ABC transporter substrate-binding protein","gene-CDO30_RS29065",799999,801135,2,800546,800928,4,0.04942095,"chloro1-DZA, shoot-DZA, shoot-A17","DZA, A17","3, 4","Both"
"pSymB","NP_437211.1","ASP62235.1","N-acetyltransferase","gene-CDO30_RS29075",802455,802931,3,802493,802669,3,0.0960469666666667,"shoot-A17, fit-A17","A17","4, 6O","A17 only"
"pSymB","NP_437212.1","ASP62236.1","LysR family transcriptional regulator","gene-CDO30_RS29080",802956,803858,1,803592,803592,1,0.1844217,"shoot-A17","A17","4","A17 only"
"pSymB","NP_437215.2","ASP62239.1","amino acid ABC transporter ATP-binding protein","gene-CDO30_RS29095",806397,807167,1,806813,806813,1,-0.2509066,"shoot-A17","A17","4","A17 only"
"pSymB","NP_437216.1","ASP62240.1","ABC transporter substrate-binding protein","gene-CDO30_RS29100",807217,808059,1,807715,807715,1,-0.2830924,"shoot-A17","A17","4","A17 only"
"pSymB","NP_437219.1","ASP62242.1","polysaccharide deacetylase","gene-CDO30_RS29110",809544,810422,3,809990,810266,4,-0.045476875,"chloro1-A17, shoot-A17","A17","4","A17 only"
"pSymB","NP_437220.1","ASP62244.1","amidohydrolase","gene-CDO30_RS29120",810680,811516,7,810731,811456,8,-0.059054125,"shoot-DZA, chloro1-A17, shoot-A17, fit-A17","DZA, A17","3, 4, 6O","Both"
"pSymB","NP_437221.1","ASP62245.1","IclR family transcriptional regulator","gene-CDO30_RS29125",811567,812349,2,812107,812308,6,-0.170192166666667,"shoot-DZA, chloro1-A17, shoot-A17, nod.weight-A17","DZA, A17","3, 4","Both"
"pSymB","NP_437222.1","ASP63067.1","sugar ABC transporter substrate-binding protein","gene-CDO30_RS29130",812517,813836,9,812690,813812,22,-0.195716227272727,"shoot-DZA, chloro1-A17, shoot-A17","DZA, A17","3, 4","Both"
"pSymB","NP_437223.2","ASP62246.1","sugar ABC transporter permease","gene-CDO30_RS29135",813906,814802,2,814178,814187,2,0.15458035,"chloro1-DZA, fit-A17","DZA, A17","3, 6O","Both"
"pSymB","NP_437225.1","ASP62248.1","ABC transporter ATP-binding protein","gene-CDO30_RS29145",815675,816772,3,816442,816604,3,0.1290906,"fit-A17","A17","6O","A17 only"
"pSymB","NP_437226.1","ASP62249.1","mandelate racemase","gene-CDO30_RS29150",816774,817886,2,816995,817745,2,0.0399089,"chloro1-DZA, fit-A17","DZA, A17","3, 6O","Both"
"pSymB","NP_437229.1","ASP62252.1","dehydratase","gene-CDO30_RS29165",819305,819766,1,819388,819388,1,0.365167,"nod.weight-DZA","DZA","3","DZA only"
"pSymB","NP_437230.1","ASP62253.1","NAD(P)-dependent oxidoreductase","gene-CDO30_RS29170",819763,820497,1,819974,819974,1,0.2178882,"chloro1-A17","A17","4","A17 only"
"pSymB","NP_437233.1","ASP62256.1","ABC transporter substrate-binding protein","gene-CDO30_RS29185",822811,824136,2,822933,823317,2,0.2466442,"nod.weight-DZA, chloro1-A17","DZA, A17","3, 4","Both"
"pSymB","NP_437235.1","ASP62258.1","antibiotic resistance protein","gene-CDO30_RS29195",824864,825595,4,825041,825541,4,0.214915075,"shoot-DZA, fit-A17","DZA, A17","3, 6O","Both"
"pSymB","NP_437236.1","ASP62259.1","XRE family transcriptional regulator","gene-CDO30_RS29200",825679,826137,2,825991,826129,2,0.0217176,"chloro1-DZA, shoot-DZA","DZA","3","DZA only"
"pSymB","NP_437238.2","ASP62261.1","gluconokinase","gene-CDO30_RS29210",826388,826924,1,826528,826528,2,-0.16318815,"shoot-DZA, shoot-A17","DZA, A17","3, 4","Both"
"pSymB","NP_437240.1","ASP62263.1","isovaleryl-CoA dehydrogenase","gene-CDO30_RS29220",827113,828276,1,827259,827259,1,0.2539912,"nod.weight-DZA","DZA","3","DZA only"
"pSymB","NP_437242.1","ASP62265.1","RidA family protein","gene-CDO30_RS29230",829926,830309,1,830280,830280,2,-0.31913615,"chloro1-A17, shoot-A17","A17","4","A17 only"
"pSymB","NP_437243.1","ASP62266.1","acetyl/propionyl/methylcrotonyl-CoA carboxylase subunit alpha","gene-CDO30_RS29235",830326,832314,5,830391,831771,6,0.161133116666667,"shoot-DZA, nod.weight-DZA, chloro1-A17, fit-A17","DZA, A17","3, 4, 6O","Both"
"pSymB","NP_437247.1","ASP62270.1","hypothetical protein","gene-CDO30_RS29255",834417,834971,3,834427,834899,3,0.102888233333333,"chloro1-DZA, nod-A17, fit-A17","DZA, A17","3, 4, 6O","Both"
"pSymB","NP_437249.1","ASP62272.1","Sulfate/thiosulfate import ATP-binding protein CysA 2","gene-CDO30_RS29265",836589,837692,1,836712,836712,1,0.2175252,"fit-A17","A17","6O","A17 only"
"pSymB","NP_437253.1","ASP62275.1","alanine racemase","gene-CDO30_RS29285",840726,841784,1,841565,841565,1,-0.4959202,"fit-DZA","DZA","5O","DZA only"
"pSymB","NP_437258.1","ASP62280.1","RidA family protein","gene-CDO30_RS29310",844992,845375,1,845129,845129,1,0.5182393,"fit-A17","A17","6O","A17 only"
"pSymB","NP_437261.1","ASP62283.1","carbohydrate kinase","gene-CDO30_RS29325",847353,848288,1,847631,847631,1,-0.2003847,"shoot-A17","A17","4","A17 only"
"pSymB","NP_437263.1","ASP62285.1","carbohydrate ABC transporter permease","gene-CDO30_RS29335",849313,850158,2,849843,849847,3,-0.0296640666666667,"nod.weight-DZA, shoot-A17, fit-A17","DZA, A17","3, 4, 6O","Both"
"pSymB","NP_437265.1","ASP62288.1","ABC transporter substrate-binding protein","gene-CDO30_RS29350",851282,852520,1,852209,852209,1,-0.3974362,"fit-A17","A17","6O","A17 only"
"pSymB","NP_437267.1","ASP62289.1","sulfate adenylyltransferase small subunit","gene-CDO30_RS29360",854182,855081,1,854700,854700,1,0.1536378,"shoot-DZA","DZA","3","DZA only"
"pSymB","NP_437268.1","ASP62290.1","adenylyl-sulfate kinase","gene-CDO30_RS29365",855081,856982,3,855533,856586,3,-0.0788286333333333,"chloro1-DZA, fit-A17","DZA, A17","3, 6O","Both"
"pSymB","NP_437271.1","ASP62293.1","carbamoyl phosphate synthase","gene-CDO30_RS29380",858602,859594,1,858979,858979,1,-0.1841073,"fit-A17","A17","6O","A17 only"
"pSymB","NP_437272.1","ASP62294.1","NAD(P)-dependent oxidoreductase","gene-CDO30_RS29385",859600,860535,1,860398,860398,1,-0.2011309,"fit-A17","A17","6O","A17 only"
"pSymB","NP_437274.1","ASP62297.1","glycosyl transferase","gene-CDO30_RS29400",862048,863130,2,862762,862855,2,0.25844375,"fit-DZA","DZA","5O","DZA only"
"pSymB","NP_437275.1","ASP63070.1","glycosyltransferase family 1 protein","gene-CDO30_RS29405",863199,864353,1,863784,863784,1,0.2448065,"chloro1-DZA","DZA","3","DZA only"
"pSymB","NP_437285.1","ASP62302.1","lipid A core--O-antigen ligase","gene-CDO30_RS29440",874277,875569,1,874931,874931,1,-0.2376424,"fit-A17","A17","6O","A17 only"
"pSymB","NP_437287.1","ASP62304.1","heparan sulfate glucosamine 3-O-sulfotransferase","gene-CDO30_RS29450",876905,877831,1,877781,877781,1,0.2079289,"shoot-DZA","DZA","3","DZA only"
"pSymB","NP_437288.1","ASP63073.1","hypothetical protein","gene-CDO30_RS29455",878062,879351,3,878713,879082,5,0.09752654,"shoot-DZA, nod.weight-DZA, nod-A17","DZA, A17","3, 4","Both"
"pSymB","NP_437289.1","ASP62305.1","sugar ABC transporter substrate-binding protein","gene-CDO30_RS29460",879841,881091,2,879910,880977,2,-0.1110685,"nod.weight-DZA, fit-DZA","DZA","3, 5O","DZA only"
"pSymB","NP_437291.1","ASP62307.1","PIG-L family deacetylase","gene-CDO30_RS29470",881887,882573,1,882324,882324,1,0.3599952,"fit-DZA","DZA","5O","DZA only"
"pSymB","NP_437295.1","ASP62310.1","mechanosensitive ion channel family protein","gene-CDO30_RS29490",886506,888722,1,887978,887978,1,-0.2479965,"nod-A17","A17","4","A17 only"
"pSymB","NP_437298.1","ASP62313.1","MBL fold metallo-hydrolase","gene-CDO30_RS29505",890651,891481,1,890986,890986,1,0.457803,"fit-A17","A17","6O","A17 only"
"pSymB","NP_437304.1","ASP62317.1","ABC transporter ATP-binding protein","gene-CDO30_RS29530",897323,899215,1,898334,898334,1,0.3486139,"fit-DZA","DZA","5O","DZA only"
"pSymB","NP_437305.1","ASP62318.1","peptide ABC transporter substrate-binding protein","gene-CDO30_RS29535",899212,901113,3,899613,900672,5,0.0579292,"nod-DZA, chloro1-A17, fit-DZA, fit-A17","DZA, A17","3, 4, 5O, 6O","Both"
"pSymB","NP_437309.1","ASP62322.1","colanic acid biosynthesis glycosyltransferase WcaL","gene-CDO30_RS29555",904586,905833,1,904873,904873,1,0.4621835,"fit-DZA","DZA","5O","DZA only"
"pSymB","NP_437310.1","ASP63076.1","glycosyl transferase","gene-CDO30_RS29560",905830,907017,1,907010,907010,1,0.4931552,"fit-DZA","DZA","5O","DZA only"
"pSymB","NP_437314.1","ASP62324.1","Crp/Fnr family transcriptional regulator","gene-CDO30_RS29575",910752,911216,1,911141,911141,1,-0.2573823,"nod-A17","A17","4","A17 only"
"pSymB","NP_437315.1","ASP62325.1","nucleotide-binding protein","gene-CDO30_RS29580",911300,912049,2,911369,911419,3,0.1095305,"chloro1-DZA, nod-A17, fit-A17","DZA, A17","3, 4, 6O","Both"
